description,country,variety
"Reduced jammy black-fruit aromas announce a scratchy palate with spritz. This multigrape blend tastes saucy and stewed, while hard tannins and a note of burnt coffee control the finish.",Spain,Red Blend
"Clove and beef jerky aromas are odd and forceful. A globular palate lacks form and balance, while this tastes oddly and singularly of clove.",Spain,Tempranillo-Cabernet Sauvignon
"Stalky, grassy, briny aromas of red-berry fruits run low on ripeness. This is tangy and tomatoey in feel, with tart plum and tomato flavors. A snappy, zesty, crisp finish is raw and cutting. Drink this wine now.",Spain,Red Blend
"Jammy, candied aromas suggest cherry Kool-Aid. This Carignan-Grenache-Syrah blend is narrow and juicy in feel, with raw red-fruit flavors that are also candied and suggestive of animal. This is decent but raw on the finish and overall does not deliver much pleasure.",Spain,Red Blend
"Stripped-back cherry and raspberry flavors take on a jammy character with airing. This is tight, bright and mildly acidic on the palate, with raspberry, red plum and brown sugar flavors. Toast and a molasses-like sweetness carry an otherwise juicy finish.",Spain,Tempranillo Blend
"Mild aromas of cherry and nectarine come across simple and sweet. Following the nose's lead, this is mellow on the palate, with raspberry and cherry flavors that are, once again, a bit sweet in character. A controlled, candied finish is consistent with what came before it.",Spain,Sparkling Blend
"Full, intense blackberry aromas skirt complexity but score points via power and grit. Rubbery tannins and plenty of oak give this weight and strength, while flavors of blackberry, black currant and chocolate are ripe and good. A toasty, oaky finish reveals enough blackberry flavor to make this right.",Spain,Tempranillo
"Light pops of cherry and raspberry aromas emerge from a low-volume, feminine bouquet. This Trepat is typically fresh, with a lean body and citric acidity. Peppery red-fruit flavors include modestly applied oak, while the finish is long, and lightly spiced, with unspecific red-berry flavors.",Spain,Trepat
"Strong classy oak aromas lead blackberry and baking-spice scents on a potent but textbook RDD nose. This old-vines wine from a benchmark year is tight-fisted and linear in feel, with lemony acidity. Fully oaked flavors of blackberry and cassis sit comfortably on a bed of herb and spice notes, while this is oaky, spicy, steady and integrated on the finish. Drink through 2027.",Spain,Tempranillo
"Spicy earthy briary aromas include a note of cola along with requisite berry and cassis scents. A slightly choppy mouthfeel and flavors of blueberry, cardamom, herbs and oak define the palate, while this finishes fruity and open. Drink through 2024.",Spain,Tempranillo
"Earthy berry scents and charred aromas of grilled steak include notes of wood spice and vanilla. On the palate, this is deep, and shows a good mix of bright acidity and meaty depth. Flavors of toasty oak, chocolate, blackberry and pepper finish with persistent chocolaty notes and intense acidity. Drink through 2028.",Spain,Tempranillo
"Fresh cherry and berry aromas are easy to process and appealing. This has a full body that doesn't require much thought, while a lightly candied, peachy flavor profile ends in friendly, healthy fashion.",Spain,Sparkling Blend
"Earthy plum and raspberry aromas are subtle. This is tight on the palate, with firm tannins and slightly elevated acidity. Earthy, lightly toasted raspberry and plum flavors finish dry. As a whole, this is well made and exceeds expectations.",Spain,Tempranillo
"Grapy aromas seem simple at first, but with time tarry black plum and citrus peel notes emerge. This is very tannic, arguably a bit too much so. Plum, blackberry and chocolate flavors end with a reverb of hard tannins. For best results, give this as much air as possible.",Spain,Tempranillo
"Forward berry aromas are more clean and fresh than complex. On the palate, this is similar, with bold, freshening acidity. Flavorwise, this leans into the black-fruit spectrum, while mint, spice and peppery flavors grace the finish.",Spain,Tempranillo
"Spiced cherry and berry aromas are common but good. A bright, acidic palate feels perfectly healthy and lively, while flavors of plum and berry fruits get a dusting of dry spice. A slow-driving finish offers a steady ending.",Spain,Tempranillo
"This single-vineyard Carignan is living proof of how impressive the variety can be, especially when hailing from a top year like 2012. Schisty aromas of blackberry, chocolate and mocha are smooth and alluring. This feels focused, pure and juicy, while dense blackberry, mocha and baking spice flavors tail off with exotic notes of Malabar pepper, toast and the finest black coffee. Drink through 2023.",Spain,Carignan
"Almond and a hint of raspberry register on an otherwise neutral nose. This feels round and citrusy, while flavors of orange, nectarine and pithy pink grapefruit end with a slight note of oxidation. Drink immediately.",Spain,Rosado
"Despite some heat and burn to the nose, there's nothing not to like about aromas of pecan pie and toffee. This Moscatel sweetie is solid in feel, but mostly around the edges; the middle palate is a bit weak. Flavors of brown sugar and caramel are more sweet and simple than complex.",Spain,Sherry
"Spicy, gritty cherry aromas are dry and hard, but honest and fresh. This Cab Franc has a narrow, tannic, punchy mouthfeel and oak-rich flavors of red plum and currant along with vanilla. The finish is lively at first then fades away quietly.",Spain,Cabernet Franc
"Dusty, briny citrus and apple aromas lead to a palate that's calm and only mildly bubbly and active. Lightly pickled lime and tangerine flavors finish dry, slightly bitter and briny, with a coarse but crisp feel of seltzer.",Spain,Sparkling Blend
"This light, airy varietal Pedro Xímenez offers leesy, melony aromas. The palate has a creamy feel bolstered by acidic zip. Leesy, waxy flavors of lime, melon and apple finish long, with tropical leanings. Drink this dry PX now.",Spain,Pedro Ximénez
"Earthy berry scents and charred aromas of grilled steak include notes of wood spice and vanilla. On the palate, this is deep, and shows a good mix of bright acidity and meaty depth. Flavors of toasty oak, chocolate, blackberry and pepper finish with persistent chocolaty notes and intense acidity. Drink through 2028.",Spain,Tempranillo
"The nose on this ripe Tinta de Toro is dense, bold and brimming with black-fruit aromas. Following the nose, this tastes of blackberry, cassis and various spices, while finishing black-fruit flavors are lightly herbal, spicy and complex. This offers a touch of everything good, and even more when it comes to ripe fruit. Drink through 2024.",Spain,Tinta de Toro
"Dark smoky, stout aromas of licorice, molasses and blackberry feed into a jammy palate with rock-hard, clamping tannins. Plum, blackberry and blueberry flavors are loud and intense, while this finishes with density, complexity, chewy tannins and a jammy essence. Drink through 2028.",Spain,Tempranillo
"Saturated berry, cassis and black-plum aromas are densely packed onto the nose of this tightly built iron-fisted Rioja. Berry, plum and cassis flavors are lightly toasted and spicy, while this is juicy and bold on the finish. Best from 2020–2024.",Spain,Tempranillo Blend
"Char and wood grain are prominent on a smoky nose with blackberry and black-currant aromas. Intense tannins and layered depth make for a full palate, while this tastes ripe and toasty, with blackberry and chocolate flavors. On the finish, mild herbal complexity mixed with latent oak are stirring. Drink through 2026.",Spain,Tinta de Toro
"This is an edgy wine with a mix of berry and cassis aromas along with harsh leather. It's mouthfilling and potent on the palate, where flavors of spiced berry and herbal-infused plum finish scratchy and with all the muscle one could ask for. Cariñena, Garnacha and Syrah is the blend.",Spain,Red Blend
"Plum and berry aromas are fresh, youthful and the slightest bit briny. In the mouth, this standard-fare Rioja is juicy and a bit rubbery in feel. Flavors of berry and plum match the nose, and the finish is fresh and grabby.",Spain,Tempranillo
"Bright, unadulterated plum and wild berry aromas set up a firm, grapy, powerful palate. With dark, almost syrupy flavors, this is a ripe Tempranillo that finishes with bounce and oomph.",Spain,Tempranillo
"Savory aromas of hickory and slow-cooked meat are highly suggestive of southern barbecue. This feels blocky and tannic, with resiny notes to the palate. Clove, woodsmoke, BBQ sauce and other savory flavors are barrel driven, while the finish registers as dense, roasted and a bit hot.",Spain,Tinta de Toro
"This is a perfectly good rosé that's 90% Tempranillo and 10% Viura, hence the Clarete name. Fresh aromas of nectarine and citrus show a touch of yeasty vanilla, while the palate feels pure and zesty. Orange and pink grapefruit are the key flavors, and the finish is snappy.",Spain,Rosado
"Dusty, melony aromas hint at the tropical end of the aromatic spectrum. This is predominantly austere in feel, with a touch of leesy weight. Lemon, pineapple and mango flavors end with general softness propped up acidic cut. Drink immediately.",Spain,Albariño
