Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Rating
BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,T
"Murder, She Wrote",PC,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,T
Assassin's Creed The Ezio Collection,XOne,2016.0,Action,Ubisoft,0.03,0.04,0.0,0.01,M
187: Ride or Die,XB,2005.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,M
We Cheer,Wii,2008.0,Simulation,505 Games,0.47,0.0,0.0,0.04,E10+
NES Remix,WiiU,2014.0,Action,Nintendo,0.17,0.0,0.08,0.02,E
Brain Challenge,DS,2008.0,Misc,Ubisoft,0.41,0.0,0.0,0.03,E
BlazBlue: Continuum Shift,PS3,2010.0,Fighting,PQube,0.21,0.07,0.09,0.04,T
ATV: Quad Power Racing,PS,2000.0,Racing,Acclaim Entertainment,0.58,0.39,0.0,0.07,E
Kingdoms of Amalur: Reckoning,X360,2012.0,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,M
Alone in the Dark,Wii,2008.0,Adventure,Atari,0.09,0.08,0.0,0.02,M
Marvel Super Hero Squad: Comic Combat,Wii,2011.0,Action,THQ,0.14,0.03,0.0,0.01,E10+
The Sims 2: Pets,PC,2006.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,T
Devil May Cry 4,PS3,2008.0,Action,Capcom,0.58,0.45,0.34,0.2,M
Jeremy McGrath Supercross World,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,E
Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,3.96,6.31,0.38,1.97,M
FIFA Street 2,DS,2006.0,Sports,Electronic Arts,0.04,0.0,0.0,0.0,E
World Championship Poker 2: Featuring Howard Lederer,XB,2005.0,Misc,Crave Entertainment,0.07,0.02,0.0,0.0,T
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.23,0.03,0.47,E10+
El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,T
Atari Anniversary Edition Redux,PS,2000.0,Misc,Infogrames,0.1,0.07,0.0,0.01,E
LEGO Star Wars II: The Original Trilogy,PSP,2006.0,Action,LucasArts,0.58,0.5,0.0,0.32,E10+
Pokemon Ranger,DS,2006.0,Role-Playing,Nintendo,1.28,0.03,0.73,0.12,E
The BIGS 2,DS,2009.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,E
The Lord of the Rings: Aragorn's Quest,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,T
Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.03,0.0,0.0,0.0,E
Band Hero,Wii,2009.0,Misc,Activision,0.59,0.29,0.0,0.09,E10+
NFL Head Coach 09,PS3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,E
World of Zoo,DS,2009.0,Simulation,THQ,0.42,0.2,0.0,0.06,E
XCOM 2,PC,2016.0,Strategy,Take-Two Interactive,0.09,0.12,0.0,0.02,T
Serious Sam II,XB,2005.0,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,M
Shin Megami Tensei: Nocturne,PS2,2003.0,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,M
Batman: Rise of Sin Tzu,PS2,2003.0,Action,Ubisoft,0.17,0.13,0.0,0.05,T
Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,M
Crysis 3,PC,2013.0,Shooter,Electronic Arts,0.17,0.39,0.0,0.07,M
Arena Football,PS2,2006.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,E10+
Disney's Planes,Wii,2013.0,Simulation,Disney Interactive Studios,0.07,0.06,0.0,0.01,E
Zoo Keeper,DS,2004.0,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,E
Prison Break: The Conspiracy,X360,2010.0,Action,Deep Silver,0.07,0.11,0.0,0.02,T
Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,M
WireWay,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,E
Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,T
Animal Planet: Vet Life,DS,2009.0,Simulation,Activision,0.1,0.0,0.0,0.01,E
Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,E
Spirit: Stallion of the Cimarron,GBA,2002.0,Platform,THQ,0.21,0.08,0.0,0.01,E
ATV Offroad Fury Pro,PSP,2006.0,Racing,Sony Computer Entertainment,0.37,0.03,0.0,0.04,E
Dreamworks Madagascar Kartz,Wii,2009.0,Racing,Activision,0.29,0.15,0.0,0.05,E
My Fitness Coach,Wii,2008.0,Sports,Ubisoft,1.18,0.9,0.0,0.24,E
Winx Club,GBA,2005.0,Shooter,Konami Digital Entertainment,0.05,0.02,0.0,0.0,E
Naruto: Rise of a Ninja,X360,2007.0,Action,Ubisoft,0.29,0.01,0.0,0.03,T
Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,0.22,0.11,0.0,0.03,T
Rogue Trooper,XB,2006.0,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,T
The Sims 4: Get Together,PC,2015.0,Simulation,Electronic Arts,0.05,0.15,0.0,0.02,T
Rayman Raving Rabbids: TV Party,Wii,2008.0,Misc,Ubisoft,0.72,1.08,0.0,0.23,E10+
Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.0,E
Horses 3D,3DS,2012.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,E
Cabela's Big Game Hunter 2012,Wii,2011.0,Sports,Activision,0.33,0.02,0.0,0.02,T
Dark Summit,GC,2002.0,Sports,THQ,0.04,0.01,0.0,0.0,T
LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.55,0.55,0.0,0.21,E10+
Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,T
Samurai Warriors 4: Empires,PS4,2015.0,Action,Tecmo Koei,0.02,0.01,0.06,0.01,T
Barbie and the Magic of Pegasus,GBA,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,E
Altered Beast: Guardian of the Realms,GBA,2002.0,Action,THQ,0.07,0.02,0.0,0.0,T
Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.16,0.0,0.05,M
Mega Man X: Command Mission,GC,2004.0,Role-Playing,Capcom,0.1,0.02,0.0,0.0,E
Backyard Basketball,GBA,2004.0,Sports,Atari,0.13,0.05,0.0,0.0,E
The Urbz: Sims in the City,PS2,2004.0,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,T
Blacksite: Area 51,PS3,2007.0,Shooter,Midway Games,0.07,0.01,0.0,0.01,T
Heroes of the Pacific,PC,2005.0,Simulation,Codemasters,0.0,0.02,0.0,0.0,T
ArmA II,PC,2009.0,Shooter,505 Games,0.0,0.12,0.0,0.02,M
Spartan: Total Warrior,GC,2005.0,Action,Sega,0.05,0.01,0.0,0.0,M
Silpheed: The Lost Planet,PS2,2000.0,Shooter,Swing! Entertainment,0.03,0.03,0.0,0.01,T
Magna Carta: Tears of Blood,PS2,2004.0,Role-Playing,505 Games,0.11,0.08,0.0,0.03,T
Star Wars: Jedi Power Battles,GBA,2002.0,Action,THQ,0.1,0.04,0.0,0.0,T
Greg Hastings Paintball 2,PS3,2010.0,Shooter,Majesco Entertainment,0.03,0.0,0.0,0.0,E10+
Wildstar,PC,2014.0,Role-Playing,NCSoft,0.08,0.07,0.0,0.01,T
Turok: Evolution,PS2,2002.0,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,M
Lego Batman 3: Beyond Gotham,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0.0,0.04,E10+
Headhunter: Redemption,PS2,2004.0,Action,Sega,0.02,0.01,0.0,0.0,M
Shrek: Forever After,PS3,2010.0,Platform,Activision,0.16,0.02,0.0,0.02,E10+
Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,0.25,0.09,0.0,0.01,E
Outdoors Unleashed: Africa 3D,3DS,2011.0,Sports,Mastiff,0.01,0.0,0.0,0.0,T
Shaun White Skateboarding,Wii,2010.0,Sports,Ubisoft,0.13,0.03,0.0,0.01,E10+
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,E10+
Caladrius,X360,2013.0,Shooter,Moss,0.0,0.0,0.01,0.0,T
Digimon World: Data Squad,PS2,2006.0,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,E10+
High Heat Major League Baseball 2004,XB,2003.0,Sports,3DO,0.06,0.02,0.0,0.0,E
Borderlands: The Handsome Collection,XOne,2015.0,Shooter,Take-Two Interactive,0.26,0.13,0.0,0.04,M
RalliSport Challenge 2,XB,2004.0,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,E
Ultimate Spider-Man,GC,2005.0,Action,Activision,0.29,0.07,0.0,0.01,T
DiRT Showdown,X360,2012.0,Racing,Codemasters,0.08,0.13,0.0,0.02,E10+
SoulCalibur III,PS2,2005.0,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,T
Turbo: Super Stunt Squad,Wii,2013.0,Sports,D3Publisher,0.0,0.01,0.0,0.0,E
MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,0.51,0.4,0.0,0.13,E
Major League Baseball 2K12,PC,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,E
Disney Sports Skateboarding,GBA,2002.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,E
ZhuZhu Pets,DS,2010.0,Simulation,Activision,0.67,0.26,0.0,0.09,E
Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,0.04,0.01,0.0,0.0,E10+
SimCity DS,DS,2007.0,Simulation,Electronic Arts,0.33,0.02,0.21,0.03,E
Mortal Kombat: Shaolin Monks,PS2,2005.0,Action,Midway Games,0.58,0.02,0.0,0.09,M
Major League Baseball 2K8,PS3,2008.0,Sports,Bethesda Softworks,0.28,0.0,0.0,0.03,E
Armored Core 3,PS2,2002.0,Simulation,Metro 3D,0.22,0.17,0.23,0.06,T
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,E
Moon,DS,2009.0,Adventure,Mastiff,0.04,0.0,0.0,0.0,T
Wall-E,DS,2008.0,Platform,THQ,0.46,0.82,0.0,0.17,E
God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,1.7,0.44,0.06,0.4,M
Aliens: Infestation,DS,2011.0,Action,Sega,0.09,0.05,0.0,0.02,T
The Godfather,PS2,2006.0,Action,Electronic Arts,0.89,0.03,0.01,0.15,M
Star Wars: Starfighter,PS2,2001.0,Simulation,Activision,0.61,0.87,0.02,0.26,T
NPPL: Championship Paintball 2009,Wii,2008.0,Shooter,Activision Value,0.11,0.0,0.0,0.01,E10+
Dragon Rage,PS2,2001.0,Shooter,3DO,0.03,0.02,0.0,0.01,T
Secret Agent Clank,PS2,2009.0,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,E10+
Emergency Room: Real Life Rescues,DS,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,T
Rodea the Sky Soldier,3DS,2015.0,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,E10+
FIFA Soccer 10,DS,2009.0,Sports,Electronic Arts,0.14,0.37,0.0,0.07,E
Dynasty Warriors 4: Xtreme Legends,PS2,2003.0,Action,Tecmo Koei,0.17,0.13,0.51,0.04,T
Metal Gear Solid: The Twin Snakes,GC,2004.0,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,M
Pipe Dreams 3D,PS,2001.0,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,E
Dead to Rights II,XB,2005.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,M
NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.44,0.31,0.04,0.32,E
Dream Pinball 3D,Wii,2008.0,Misc,SouthPeak Games,0.1,0.02,0.0,0.01,E10+
Jewel Quest II,PC,2007.0,Puzzle,Avanquest,0.0,0.01,0.0,0.0,E
Dave Mirra BMX Challenge,Wii,2007.0,Sports,505 Games,0.06,0.0,0.0,0.01,E
Spider-Man: Friend or Foe,PS2,2007.0,Action,Activision,0.31,0.01,0.0,0.05,E10+
Call of Duty: Infinite Warfare,PC,2016.0,Shooter,Activision,0.04,0.08,0.0,0.01,M
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,E
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo,1.22,0.1,0.91,0.04,E
LEGO Jurassic World,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,E10+
The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,Ubisoft,0.11,0.08,0.0,0.03,E
Rumble Racing,PS2,2001.0,Racing,Electronic Arts,0.1,0.08,0.0,0.03,E
Jillian Michaels' Fitness Adventure,X360,2011.0,Misc,505 Games,0.17,0.02,0.0,0.01,E
The Golden Compass,DS,2007.0,Action,Sega,0.28,0.25,0.0,0.06,E10+
Just Cause 2,X360,2010.0,Action,Square Enix,0.59,0.83,0.02,0.17,M
Prince of Persia: Warrior Within,XB,2004.0,Action,Ubisoft,0.48,0.28,0.0,0.04,M
Touch the Dead,DS,2007.0,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,M
Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,T
Major League Baseball 2K11,DS,2011.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,E
Generator Rex: Agent of Providence,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.01,E10+
F1 2012,X360,2012.0,Racing,Codemasters,0.1,0.34,0.0,0.05,E
Guitar Hero 5,Wii,2009.0,Misc,Activision,0.92,0.48,0.0,0.15,T
Robotech: Invasion,PS2,2004.0,Shooter,Global Star,0.05,0.04,0.0,0.01,T
Oddworld: Munch's Oddysee,XB,2001.0,Platform,Atari,0.54,0.16,0.0,0.03,T
Spider-Man: The Movie,XB,2002.0,Action,Activision,1.07,0.28,0.0,0.05,E
The Powerpuff Girls: Relish Rampage,GC,2002.0,Action,BAM! Entertainment,0.05,0.01,0.0,0.0,E
Ben 10 Galactic Racing,Wii,2011.0,Racing,D3Publisher,0.08,0.03,0.0,0.01,E
Super Robot Taisen OG Saga: Endless Frontier,DS,2008.0,Role-Playing,Namco Bandai Games,0.07,0.0,0.0,0.01,T
Peggle: Dual Shot,DS,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,E
Legend of Kay,DS,2010.0,Action,JoWood Productions,0.06,0.0,0.0,0.0,E
Attack of the Movies 3D,X360,2010.0,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,T
Borderlands,PS3,2009.0,Shooter,Take-Two Interactive,1.2,0.6,0.0,0.29,M
Glory Days 2,DS,2007.0,Strategy,Ghostlight,0.08,0.0,0.0,0.01,E10+
The Simpsons Game,PSP,2007.0,Action,Electronic Arts,0.24,0.54,0.0,0.3,T
Operation Flashpoint: Dragon Rising,X360,2009.0,Shooter,Codemasters,0.36,0.45,0.02,0.1,M
James Bond 007: Blood Stone,X360,2010.0,Shooter,Activision,0.2,0.23,0.0,0.05,T
Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04,E10+
Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,Ubisoft,0.74,0.04,0.0,0.06,T
Naruto Shippuden: Ninja Destiny 2,DS,2008.0,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,T
Darksiders: Warmastered Edition,PS4,2016.0,Action,Nordic Games,0.02,0.0,0.0,0.0,M
Dynasty Warriors 8,PS3,2013.0,Action,Tecmo Koei,0.12,0.1,0.34,0.05,T
Need For Speed: Undercover,PS2,2008.0,Racing,Electronic Arts,0.38,0.08,0.03,0.93,T
I Love Puppies,DS,2010.0,Simulation,Destineer,0.09,0.0,0.0,0.01,E
Chicken Run,PS,2000.0,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,E
Dynasty Warriors: Gundam 3,PS3,2010.0,Action,Tecmo Koei,0.11,0.04,0.36,0.02,T
Fast Food Panic,Wii,2009.0,Simulation,Nobilis,0.06,0.0,0.0,0.0,E
Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,E
EyeToy Play 2,PS2,2004.0,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,E10+
Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,T
NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,E
Titanfall,PC,2014.0,Shooter,Electronic Arts,0.22,0.3,0.0,0.04,M
Rock Band Country Track Pack,Wii,2009.0,Misc,MTV Games,0.41,0.0,0.0,0.03,E10+
Skylanders SWAP Force,XOne,2013.0,Platform,Activision,0.22,0.06,0.0,0.03,E10+
Resident Evil Archives: Resident Evil Zero,Wii,2008.0,Action,Capcom,0.13,0.03,0.06,0.01,M
Batman: Arkham Origins Blackgate,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.0,0.1,T
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,LucasArts,1.53,0.81,0.0,0.24,E10+
UFC 2009 Undisputed,PS3,2009.0,Fighting,THQ,1.07,0.44,0.01,0.24,T
Overwatch,PS4,2016.0,Shooter,Activision,0.81,0.85,0.15,0.33,T
Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,Ubisoft,0.93,0.56,0.0,0.16,E10+
Grey's Anatomy: The Video Game,PC,2009.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,T
Dead to Rights,GBA,2004.0,Shooter,Zoo Digital Publishing,0.01,0.0,0.0,0.0,T
Cars,DS,2006.0,Racing,THQ,0.85,0.04,0.0,0.07,E
Unlimited Saga,PS2,2002.0,Role-Playing,Atari,0.1,0.08,0.56,0.03,T
Nano Assault,3DS,2011.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,E10+
NFL Tour,X360,2008.0,Sports,Electronic Arts,0.09,0.0,0.0,0.01,E
iCarly 2: iJoin The Click!,DS,2010.0,Adventure,Activision,0.25,0.0,0.0,0.02,E
Wonder World Amusement Park,Wii,2008.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,E
Star Wars: Bounty Hunter,PS2,2002.0,Shooter,LucasArts,0.53,0.42,0.0,0.14,T
Samurai Shodown Anthology,PS2,2008.0,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,T
Camping Mama: Outdoor Adventures,DS,2011.0,Simulation,505 Games,0.12,0.05,0.0,0.02,E
Dante's Inferno,X360,2010.0,Action,Electronic Arts,0.63,0.2,0.02,0.07,M
The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.25,0.09,0.0,0.01,E
NCAA Football 10,PS2,2009.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,E
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,Ubisoft,0.35,0.09,0.0,0.08,T
Vampire Legends: Power of Three,DS,2010.0,Adventure,THQ,0.07,0.0,0.0,0.0,E
Earthworm Jim,GBA,2001.0,Platform,Interplay,0.2,0.08,0.0,0.01,E
Kung Fu Panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,E10+
Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,T
Dave Mirra Freestyle BMX 2,XB,2001.0,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,T
Star Wars: The Force Unleashed II,Wii,2010.0,Action,LucasArts,0.52,0.18,0.0,0.06,T
Battlezone,PSP,2006.0,Shooter,Atari,0.02,0.0,0.0,0.0,E10+
Def Jam Fight For NY: The Takeover,PSP,2006.0,Action,Electronic Arts,0.08,0.0,0.0,0.01,M
Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,T
Pictionary,Wii,2010.0,Puzzle,THQ,0.6,0.19,0.0,0.07,E
BioShock Infinite,PS3,2013.0,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,M
Over the Hedge,PS2,2006.0,Platform,Activision,0.45,0.02,0.0,0.07,E10+
Rise of Nightmares,X360,2011.0,Action,Sega,0.28,0.13,0.01,0.04,M
Sorcery Saga: The Curse of the Great Curry God,PSV,2013.0,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,T
Warriors of the Lost Empire,PSP,2007.0,Role-Playing,Mercury Games,0.05,0.0,0.0,0.0,T
NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,0.32,0.25,0.0,0.08,E
MVP 06 NCAA Baseball,XB,2006.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,E
Honda ATV Fever,DS,2010.0,Racing,Storm City Games,0.01,0.0,0.0,0.0,E
Sid Meier's Civilization IV,PC,2005.0,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,E10+
All-Star Baseball 2003,GC,2002.0,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,E
UFC Undisputed 2010,X360,2010.0,Fighting,THQ,0.9,0.31,0.0,0.11,T
Disney's Magical Mirror Starring Mickey Mouse,GC,2002.0,Adventure,Nintendo,0.15,0.04,0.0,0.01,E
Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,T
Patapon,PSP,2007.0,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,E
Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,T
Bee Movie Game,PS2,2007.0,Action,Activision,0.05,0.04,0.0,0.01,E
Winx Club: Mission Enchantix,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.0,E
Atelier Iris: Eternal Mana,PS2,2004.0,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,T
Dead Space,PS3,2008.0,Action,Electronic Arts,1.05,0.66,0.0,0.29,M
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,T
Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,M
Mega Man Legends 2,PS,2000.0,Adventure,Capcom,0.17,0.12,0.1,0.03,E
Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,0.3,0.22,0.0,0.09,E10+
Petz Dogz 2,PS2,2007.0,Simulation,Ubisoft,0.28,0.21,0.0,0.07,E
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,T
Best Friends Tonight,DS,2010.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,E10+
MX vs. ATV Untamed,DS,2007.0,Racing,THQ,0.11,0.0,0.0,0.01,E
Fireblade,XB,2002.0,Action,Midway Games,0.06,0.02,0.0,0.0,T
Harvest Moon: Animal Parade,Wii,2008.0,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,E
Tron 2.0: Killer App,XB,2004.0,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,T
Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,0.5,0.07,0.0,0.05,E
Galaxy Racers,DS,2010.0,Racing,Ubisoft,0.04,0.0,0.0,0.0,E
Over the Hedge: Hammy Goes Nuts!,PSP,2006.0,Platform,Activision,0.05,0.0,0.0,0.0,E
Looney Tunes: Back in Action,GC,2003.0,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,E
Monster 4X4: World Circuit,Wii,2006.0,Racing,Ubisoft,0.8,0.0,0.01,0.07,E
Doom 3: Resurrection of Evil,XB,2005.0,Shooter,Activision,0.53,0.15,0.0,0.03,M
Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,2.07,2.29,0.24,0.82,E
Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01,E
TV Show King Party,Wii,2008.0,Puzzle,Ubisoft,0.18,0.4,0.0,0.08,T
Salon Superstar,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.0,E
Style Lab: Makeover,DS,2009.0,Simulation,Ubisoft,0.34,0.03,0.0,0.03,E
Create,Wii,2010.0,Action,Electronic Arts,0.2,0.02,0.0,0.02,E
Polarium,DS,2004.0,Puzzle,Nintendo,0.13,0.01,0.11,0.01,E
NASCAR Heat 2002,PS2,2001.0,Racing,Infogrames,0.29,0.23,0.0,0.08,E
Dora's Big Birthday Adventure,PS2,2010.0,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,E
FIFA 15,3DS,2014.0,Sports,Electronic Arts,0.09,0.34,0.0,0.03,E
Enslaved: Odyssey to the West,X360,2010.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,T
NBA 07,PS2,2006.0,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.0,E
Robotech: Battlecry,PS2,2002.0,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,T
Pro Evolution Soccer 2015,X360,2014.0,Sports,Konami Digital Entertainment,0.05,0.08,0.0,0.01,E
Minority Report: Everybody Runs,GC,2002.0,Action,Activision,0.08,0.02,0.0,0.0,T
1701 A.D.,PC,2006.0,Simulation,Deep Silver,0.0,0.25,0.0,0.04,E10+
Bode Miller Alpine Skiing,PS2,2006.0,Sports,Valcon Games,0.01,0.01,0.0,0.0,E
SplashDown,XB,2002.0,Racing,Atari,0.09,0.02,0.0,0.0,E
God Hand,PS2,2006.0,Action,Capcom,0.0,0.0,0.07,0.0,M
Pet Vet: Down Under,DS,2009.0,Simulation,Deep Silver,0.04,0.0,0.0,0.0,E
Ghostbusters: The Video Game,PSP,2009.0,Action,Atari,0.16,0.01,0.0,0.02,E10+
The Evil Within,PS3,2014.0,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,M
Spawn: Armageddon,XB,2003.0,Action,Electronic Arts,0.13,0.04,0.0,0.01,M
Solitaire Overload,DS,2007.0,Misc,Telegames,0.39,0.0,0.0,0.03,E
Cranium Kabookii,Wii,2007.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,E
RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.19,0.05,0.0,0.0,E
Tony Hawk's Project 8,PS2,2006.0,Sports,Activision,0.72,0.03,0.0,0.12,T
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,T
Dragon Age: Origins,PS3,2009.0,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,M
Mario Party DS,DS,2007.0,Misc,Nintendo,4.4,1.85,1.98,0.68,E
Homie Rollerz,DS,2008.0,Racing,Destineer,0.07,0.0,0.0,0.01,E
SingStar Queen,PS2,2009.0,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,T
Carnage Heart EXA,PSP,2010.0,Strategy,ArtDink,0.0,0.0,0.02,0.0,E10+
Dynasty Warriors,PSP,2004.0,Action,Tecmo Koei,0.18,0.0,0.3,0.02,T
X-Men: The Official Game,X360,2006.0,Action,Activision,0.16,0.0,0.0,0.01,T
Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.43,0.4,0.0,0.24,T
